FileName,FileTrialIndex,Attempt,Block,TrialType,NStim,ChosenTarget,RichTarget,HighSalienceTarget,PassEye,MouseEyeSim,CorrectionRepeat,GoodTrial,RealEyeChoice,PrimaryChoice,T1X,T1Y,T2X,T2Y,FixX,FixY,T1Angle,T2Angle,T1HorizontalSide,T2HorizontalSide,T1VerticalSide,T2VerticalSide,StraddlesLR,StraddlesUD,RightmostTarget,LeftmostTarget,UppermostTarget,LowermostTarget,ChosenX,ChosenY,ChosenAngle,ChosenHorizontalSide,ChosenVerticalSide,ChoseRich,ChoseHighSalience,ChoseRightmost,ChoseUppermost,PreviousChosenTargetPrimary,RepeatIdentityPrimary
trial0184.mat,184,184,1,1,2,2,1,1,0,0,0,1,1,1,-3.04035159456154,-9.52660811524475,9.50612725916084,3.10379518213416,0,0,252.299873788334,18.0821035018485,2,1,2,1,1,1,2,1,2,1,9.50612725916084,3.10379518213416,18.0821035018485,1,1,0,0,1,1,1,0
trial0186.mat,186,186,1,1,2,1,1,1,0,0,0,1,1,1,-2.57049549292133,-9.66398224961486,-2.68356214837828,9.63319750632112,0,0,255.104935415358,105.56647544476,2,2,2,1,0,1,1,2,2,1,-2.57049549292133,-9.66398224961486,255.104935415358,2,2,1,1,1,0,2,0
trial0187.mat,187,187,1,2,2,1,1,2,0,0,0,1,1,1,5.00087771583803,8.65974722906129,-7.44722264269253,-6.67374519368006,0,0,59.9941929088442,221.86475092163,1,2,1,2,1,1,1,2,1,2,5.00087771583803,8.65974722906129,59.9941929088442,1,1,1,0,1,1,1,1
trial0188.mat,188,188,1,1,2,1,1,1,0,0,0,1,1,1,9.99835990793327,-0.181105360032617,-8.92977956785541,4.50100398461411,0,0,358.962285990123,153.249874406675,1,2,2,1,1,1,1,2,2,1,9.99835990793327,-0.181105360032617,358.962285990123,1,2,1,1,1,0,1,1
trial0189.mat,189,189,1,1,2,1,1,1,0,0,0,1,1,1,7.77571443304602,-6.28794601246861,-9.698646799173,2.43644213247336,0,0,321.038753712258,165.898274899379,1,2,2,1,1,1,1,2,2,1,7.77571443304602,-6.28794601246861,321.038753712258,1,2,1,1,1,0,1,1
trial0190.mat,190,190,1,1,2,1,1,1,0,0,0,1,1,1,3.03439208701531,-9.52850799770136,-9.97859972968216,0.653871114813237,0,0,287.664287582584,176.250919718109,1,2,2,1,1,1,1,2,2,1,3.03439208701531,-9.52850799770136,287.664287582584,1,2,1,1,1,0,1,1
trial0192.mat,192,192,1,1,2,1,1,1,0,0,0,1,1,1,9.85532318890414,1.69487605512861,-5.0681690617551,8.62053724320407,0,0,9.75802870389492,120.452037086585,1,2,1,1,1,0,1,2,2,1,9.85532318890414,1.69487605512861,9.75802870389492,1,1,1,1,1,0,1,1
trial0193.mat,193,193,1,1,2,1,1,1,0,0,0,1,1,1,-8.90864412208449,4.54269302353235,7.7246730760307,6.35054532055685,0,0,152.982070291821,39.4240291249357,2,1,1,1,1,0,2,1,2,1,-8.90864412208449,4.54269302353235,152.982070291821,2,1,1,1,0,0,1,1
trial0194.mat,194,194,1,1,2,2,1,1,0,0,0,1,1,1,-8.8833696185553,-4.59192162608736,9.02263953126109,-4.31184135711469,0,0,207.334991509166,334.457268135186,2,1,2,2,1,0,2,1,2,1,9.02263953126109,-4.31184135711469,334.457268135186,1,2,0,0,1,1,1,0
trial0195.mat,195,195,1,2,2,2,1,2,0,0,0,1,1,1,-7.58163876413826,-6.52064058587161,3.82670274833891,9.2388498242939,0,0,220.697404418911,67.5008159816907,2,1,2,1,1,1,2,1,2,1,3.82670274833891,9.2388498242939,67.5008159816907,1,1,0,1,1,1,2,1
trial0279.mat,279,279,1,2,2,0,1,2,0,0,0,0,0,0,9.99964193967086,0.0846231550792893,-4.55779471803002,-8.90092732855952,0,0,0.484860750506244,242.884901962619,1,2,1,2,1,1,1,2,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0326.mat,326,326,1,2,2,0,1,2,0,0,0,0,0,0,8.40826306374235,5.41305017997304,-9.41420567699865,-3.37234806494917,0,0,32.772521335484,199.708492807139,1,2,1,2,1,1,1,2,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0396.mat,396,396,1,2,2,0,1,2,0,0,0,0,0,0,2.46073327490909,-9.69251214854824,-9.78458825968188,2.06442064233421,0,0,284.245272911957,168.086070845683,1,2,2,1,1,1,1,2,2,1,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0434.mat,434,434,1,2,2,0,1,2,0,0,0,0,0,0,9.92929340588583,1.18706885218679,-2.90308037432633,9.56933249188267,0,0,6.8174791333869,106.876398670872,1,2,1,1,1,0,1,2,2,1,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0440.mat,440,440,1,2,2,2,1,2,0,0,0,1,1,1,-2.45580248700825,9.69376264124535,5.73642673789527,-8.19105660344013,0,0,104.216127206208,305.004633124151,2,1,1,2,1,1,2,1,1,2,5.73642673789527,-8.19105660344013,305.004633124151,1,2,0,1,1,0,2,1
trial0493.mat,493,493,1,2,2,0,1,2,0,0,0,0,0,0,-9.19402232283046,-3.93318618009563,9.64548226731789,-2.63906646957899,0,0,203.161151758654,344.698004291905,2,1,2,2,1,0,2,1,2,1,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0524.mat,524,524,1,2,2,1,1,2,0,0,0,1,1,1,5.40310203637982,-8.41465913655855,-9.88458188638975,-1.51493925002146,0,0,302.704758247876,188.713511626049,1,2,2,2,1,0,1,2,2,1,5.40310203637982,-8.41465913655855,302.704758247876,1,2,1,0,1,0,2,0
trial0525.mat,525,525,1,2,2,1,1,2,0,0,0,1,1,1,7.03117377561111,7.11073803041278,-0.871821478756876,-9.96192387589758,0,0,45.3223501860526,264.998481316804,1,2,1,2,1,1,1,2,1,2,7.03117377561111,7.11073803041278,45.3223501860526,1,1,1,0,1,1,1,1
trial0526.mat,526,526,2,1,2,2,2,2,0,0,0,1,1,1,-3.14377303562702,-9.49298114927363,1.65514626773628,9.862073353631,0,0,251.67677372025,80.4728685195716,2,1,2,1,1,1,2,1,2,1,1.65514626773628,9.862073353631,80.4728685195716,1,1,1,1,1,1,1,0
trial0527.mat,527,527,2,2,2,1,2,1,0,0,0,1,1,1,-4.4829838519449,-8.93883973361203,9.98907421930556,-0.467328836265342,0,0,243.365437582629,357.321427416096,2,1,2,2,1,0,2,1,2,1,-4.4829838519449,-8.93883973361203,243.365437582629,2,2,0,1,0,0,2,0
trial0528.mat,528,528,2,1,2,1,2,2,0,0,0,1,1,1,4.60290751578124,8.87768226516159,-8.73584429908486,-4.86672624894257,0,0,62.5941292391427,209.122116474695,1,2,1,2,1,1,1,2,1,2,4.60290751578124,8.87768226516159,62.5941292391427,1,1,0,0,1,1,1,1
trial0529.mat,529,529,2,1,2,2,2,2,0,0,0,1,1,1,-8.51877207427001,-5.23741561713765,4.74017912430165,8.80515200717937,0,0,211.583564380718,61.7045743514969,2,1,2,1,1,1,2,1,2,1,4.74017912430165,8.80515200717937,61.7045743514969,1,1,1,1,1,1,1,0
trial0530.mat,530,530,2,1,2,2,2,2,0,0,0,1,1,1,1.89972092717286,9.81789490669265,9.28860929897687,-3.70428634030367,0,0,79.0488444332442,338.257945322722,1,1,1,2,0,1,2,1,1,2,9.28860929897687,-3.70428634030367,338.257945322722,1,2,1,1,1,0,2,1
trial0532.mat,532,532,2,2,2,1,2,1,0,0,0,1,1,1,6.4379164747286,-7.65200832882571,7.18226491751948,6.95809389521073,0,0,310.075137693856,44.0917502318554,1,1,2,1,0,1,2,1,2,1,6.4379164747286,-7.65200832882571,310.075137693856,1,2,0,1,0,0,2,0
trial0533.mat,533,533,2,2,2,2,2,1,0,0,0,1,1,1,-1.24173221825151,-9.9226055599402,4.23883531981528,9.0571670588262,0,0,262.866987097348,64.9199849303978,2,1,2,1,1,1,2,1,2,1,4.23883531981528,9.0571670588262,64.9199849303978,1,1,1,0,1,1,1,0
trial0534.mat,534,534,2,2,2,1,2,1,0,0,0,1,1,1,6.78597118148114,7.34510688309622,-0.0448349547128499,-9.99989949083669,0,0,47.2658860647854,269.743113771381,1,2,1,2,1,1,1,2,1,2,6.78597118148114,7.34510688309622,47.2658860647854,1,1,0,1,1,1,2,0
trial0535.mat,535,535,2,1,2,2,2,2,0,0,0,1,1,1,-8.0377929722442,-5.94927593370334,-5.67256782467628,8.23540978181702,0,0,216.507470567137,124.559153531173,2,2,2,1,0,1,2,1,2,1,-5.67256782467628,8.23540978181702,124.559153531173,2,1,1,1,1,1,1,0
trial0536.mat,536,536,2,1,2,2,2,2,0,0,0,1,1,1,-4.44037784195296,8.96008061463139,9.99994456204794,0.0332979874445509,0,0,116.361792898728,0.190783767240745,2,1,1,1,1,0,2,1,1,2,9.99994456204794,0.0332979874445509,0.190783767240745,1,1,1,1,1,0,2,1
trial0537.mat,537,537,2,1,2,2,2,2,0,0,0,1,1,1,6.64669104426828,-7.47137859849465,-8.40082963932588,-5.42457937272778,0,0,311.656944994607,212.851118555943,1,2,2,2,1,0,1,2,2,1,-8.40082963932588,-5.42457937272778,212.851118555943,2,2,1,1,0,1,2,1
trial0538.mat,538,538,2,1,2,2,2,2,0,0,0,1,1,1,-8.47456080407217,5.30865511952732,8.4182550182606,5.39749779504636,0,0,147.936047347068,32.6666068783669,2,1,1,1,1,0,2,1,2,1,8.4182550182606,5.39749779504636,32.6666068783669,1,1,1,1,1,1,2,1
trial0539.mat,539,539,2,2,2,0,2,1,0,0,0,0,0,0,-7.07084545687018,-7.07129015986887,9.98186282677639,-0.60200872702942,0,0,225.001801680145,356.548657231988,2,1,2,2,1,0,2,1,2,1,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0541.mat,541,541,2,2,2,1,2,1,0,0,0,1,1,1,7.84866316616357,6.19665123305381,-4.78178467801635,-8.78262690162164,0,0,38.2916841256218,241.433497691064,1,2,1,2,1,1,1,2,1,2,7.84866316616357,6.19665123305381,38.2916841256218,1,1,0,1,1,1,2,0
trial0542.mat,542,542,2,1,2,2,2,2,0,0,0,1,1,1,-9.88603609634974,-1.50542030731288,3.90318181675552,9.20680029681046,0,0,188.658339329365,67.025700959648,2,1,2,1,1,1,2,1,2,1,3.90318181675552,9.20680029681046,67.025700959648,1,1,1,1,1,1,1,0
trial0543.mat,543,543,2,2,2,1,2,1,0,0,0,1,1,1,1.99990683174276,-9.79797798856216,-9.36868337880509,3.49682309356669,0,0,281.536414210903,159.532115027936,1,2,2,1,1,1,1,2,2,1,1.99990683174276,-9.79797798856216,281.536414210903,1,2,0,1,1,0,2,0
trial0544.mat,544,544,2,1,2,2,2,2,0,0,0,1,1,1,7.45443775349011,6.66568509452264,6.60589648613368,-7.50747171919327,0,0,41.8027699601981,311.344858261688,1,1,1,2,0,1,1,2,1,2,6.60589648613368,-7.50747171919327,311.344858261688,1,2,1,1,0,0,1,0
trial0545.mat,545,545,2,2,2,2,2,1,0,0,0,1,1,1,5.40964693431844,8.4104530226391,-9.89585631308915,1.43945400436889,0,0,57.2506661193719,171.723785561503,1,2,1,1,1,0,1,2,1,2,-9.89585631308915,1.43945400436889,171.723785561503,2,1,1,0,0,0,2,1
trial0546.mat,546,546,2,2,2,2,2,1,0,0,0,1,1,1,-9.61110049097957,2.76165663185926,4.53083551752893,8.91468056147265,0,0,163.968507879039,63.058305782267,2,1,1,1,1,0,2,1,2,1,4.53083551752893,8.91468056147265,63.058305782267,1,1,1,0,1,1,2,1
trial0547.mat,547,547,2,1,2,1,2,2,0,0,0,1,1,1,8.21420333533497,-5.70323272940635,-7.98593961036391,-6.01870156592107,0,0,325.227228364564,217.003955491032,1,2,2,2,1,0,1,2,1,2,8.21420333533497,-5.70323272940635,325.227228364564,1,2,0,0,1,1,2,0
trial0548.mat,548,548,2,1,2,2,2,2,0,0,0,1,1,1,-9.3885694008179,-3.44307487662204,5.45909346144189,-8.37844249125351,0,0,200.139527979182,303.086827091177,2,1,2,2,1,0,2,1,1,2,5.45909346144189,-8.37844249125351,303.086827091177,1,2,1,1,1,0,1,0
trial0549.mat,549,549,2,2,2,0,2,1,0,0,0,0,0,0,-3.63874736721164,9.31447892249536,8.35454185515343,-5.49560100357454,0,0,111.338348478444,326.663160750521,2,1,1,2,1,1,2,1,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0550.mat,550,550,2,2,2,1,2,1,0,0,0,1,1,1,1.70400397173158,9.85374905628934,-6.0971248118624,-7.92622665765823,0,0,80.1889001973544,232.43128361447,1,2,1,2,1,1,1,2,1,2,1.70400397173158,9.85374905628934,80.1889001973544,1,1,0,1,1,1,2,0
trial0551.mat,551,551,2,1,2,2,2,2,0,0,0,1,1,1,-7.84969754937378,-6.19534086094989,8.50694635726303,5.25660191327527,0,0,218.282118949699,31.7126976483991,2,1,2,1,1,1,2,1,2,1,8.50694635726303,5.25660191327527,31.7126976483991,1,1,1,1,1,1,1,0
trial0552.mat,552,552,2,2,2,1,2,1,0,0,0,1,1,1,3.87830067532186,9.21730892787032,-7.6721606172593,-6.41388739088671,0,0,67.1804529218287,219.895452392009,1,2,1,2,1,1,1,2,1,2,3.87830067532186,9.21730892787032,67.1804529218287,1,1,0,1,1,1,2,0
trial0553.mat,553,553,2,2,2,2,2,1,0,0,0,1,1,1,-7.40218449797445,6.72366452598185,9.97905106373559,0.646946572258876,0,0,137.750027465726,3.70932138926284,2,1,1,1,1,0,2,1,1,2,9.97905106373559,0.646946572258876,3.70932138926284,1,1,1,0,1,0,1,0
trial0555.mat,555,555,2,2,2,0,2,1,0,0,0,0,0,0,-9.75479217589665,2.20091562879305,8.43924197791871,5.36462438928716,0,0,167.285589022244,32.4431448755414,2,1,1,1,1,0,2,1,2,1,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0556.mat,556,556,2,1,2,2,2,2,0,0,0,1,1,1,-5.36306493335004,8.44023308449898,9.56909478101198,-2.90386381774513,0,0,122.432558024594,343.11891045242,2,1,1,2,1,1,2,1,1,2,9.56909478101198,-2.90386381774513,343.11891045242,1,2,1,1,1,0,2,1
trial0557.mat,557,557,2,2,2,2,2,1,0,0,0,1,1,1,-4.29590005577802,9.0302404569738,-2.1750401166358,-9.76059426935804,0,0,115.441543683235,257.437526241086,2,2,1,2,0,1,2,1,1,2,-2.1750401166358,-9.76059426935804,257.437526241086,2,2,1,0,1,0,2,1
trial0559.mat,559,559,2,2,2,1,2,1,0,0,0,1,1,1,9.99541804105197,0.302684959343588,-8.69906212898461,-4.93217174032552,0,0,1.7345219942932,209.552257335883,1,2,1,2,1,1,1,2,1,2,9.99541804105197,0.302684959343588,1.7345219942932,1,1,0,1,1,1,2,0
trial0560.mat,560,560,2,1,2,2,2,2,0,0,0,1,1,1,-9.08407323549761,4.18086276408542,6.31067528815415,7.75727899507814,0,0,155.28617504865,50.8710731367522,2,1,1,1,1,0,2,1,2,1,6.31067528815415,7.75727899507814,50.8710731367522,1,1,1,1,1,1,1,0
trial0561.mat,561,561,2,2,2,2,2,1,0,0,0,1,1,1,-9.78933646601728,-2.04178636372767,7.32726510939185,6.80523225295719,0,0,191.781421435336,42.884543255179,2,1,2,1,1,1,2,1,2,1,7.32726510939185,6.80523225295719,42.884543255179,1,1,1,0,1,1,2,1
trial0562.mat,562,562,2,1,2,1,2,2,0,0,0,1,1,1,8.60766705303035,5.08999684716756,-9.99618997736246,0.276018000279707,0,0,30.5972221899831,178.418332473361,1,2,1,1,1,0,1,2,1,2,8.60766705303035,5.08999684716756,30.5972221899831,1,1,0,0,1,1,2,0
trial0563.mat,563,563,2,2,2,2,2,1,0,0,0,1,1,1,-9.64454246674589,2.64249893228646,7.13796174604419,-7.0035349725699,0,0,164.677613895614,315.544627980345,2,1,1,2,1,1,2,1,1,2,7.13796174604419,-7.0035349725699,315.544627980345,1,2,1,0,1,0,1,0
trial0564.mat,564,564,2,2,2,1,2,1,0,0,0,1,1,1,-8.98474422794262,4.39025866646281,-1.05805119654546,-9.94386884796299,0,0,153.9582558938,263.926445080296,2,2,1,2,0,1,2,1,1,2,-8.98474422794262,4.39025866646281,153.9582558938,2,1,0,1,0,1,2,0
trial0566.mat,566,566,2,1,2,2,2,2,0,0,0,1,1,1,-1.72595893317831,9.84992719571988,-3.90971139443723,-9.20402937914736,0,0,99.9387842097158,246.985059963662,2,2,1,2,0,1,1,2,1,2,-3.90971139443723,-9.20402937914736,246.985059963662,2,2,1,1,0,0,1,0
trial0567.mat,567,567,2,1,2,0,2,2,0,0,0,0,0,0,-9.69916699723512,-2.4343704647701,8.64327328792753,-5.02929685644011,0,0,194.089486833284,329.805983532553,2,1,2,2,1,0,2,1,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0568.mat,568,568,2,1,2,1,2,2,0,0,0,1,1,1,5.57099037653285,8.30446062213425,-4.47164259599834,-8.94451857249194,0,0,56.1445866750701,243.438109169462,1,2,1,2,1,1,1,2,1,2,5.57099037653285,8.30446062213425,56.1445866750701,1,1,0,0,1,1,2,0
trial0569.mat,569,569,2,2,2,1,2,1,0,0,0,1,1,1,9.45563057896504,-3.25438939805017,-1.76225278823734,9.84349862144297,0,0,341.007829862102,100.149969646132,1,2,2,1,1,1,1,2,2,1,9.45563057896504,-3.25438939805017,341.007829862102,1,2,0,1,1,0,1,1
trial0571.mat,571,571,2,1,2,2,2,2,0,0,0,1,1,1,2.10014088838874,-9.77698359663745,-9.23202753455308,3.84313252454995,0,0,282.123177887738,157.398887246127,1,2,2,1,1,1,1,2,2,1,-9.23202753455308,3.84313252454995,157.398887246127,2,1,1,1,0,1,1,0
trial0572.mat,572,572,2,1,2,1,2,2,0,0,0,1,1,1,4.8283496263829,-8.75711367320352,-2.05412925277905,9.78675395689896,0,0,298.870722172992,101.853672363958,1,2,2,1,1,1,1,2,2,1,4.8283496263829,-8.75711367320352,298.870722172992,1,2,0,0,1,0,2,0
trial0573.mat,573,573,2,1,2,1,2,2,0,0,0,1,1,1,5.43039737862948,-8.39706998364156,-9.30416782224626,3.66503221479393,0,0,302.890807704885,158.499877161502,1,2,2,1,1,1,1,2,2,1,5.43039737862948,-8.39706998364156,302.890807704885,1,2,0,0,1,0,1,1
trial0574.mat,574,574,2,1,2,0,2,2,0,0,0,0,0,0,9.02016228618743,-4.31702123354078,0.913018373946988,9.95823264685231,0,0,334.424370245772,84.7614947393581,1,1,2,1,0,1,1,2,2,1,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0575.mat,575,575,2,1,2,2,2,2,0,0,0,1,1,1,3.74177004768199,9.27357303903247,3.61128624832447,-9.32516013978648,0,0,68.0265441571766,291.169524922438,1,1,1,2,0,1,1,2,1,2,3.61128624832447,-9.32516013978648,291.169524922438,1,2,1,1,0,0,1,0
trial0576.mat,576,576,2,1,2,1,2,2,0,0,0,1,1,1,-5.74481386655837,-8.18517645738921,8.16534747654074,5.77296289502624,0,0,234.936678527823,35.26060187025,2,1,2,1,1,1,2,1,2,1,-5.74481386655837,-8.18517645738921,234.936678527823,2,2,0,0,0,0,2,0
trial0577.mat,577,577,2,1,2,2,2,2,0,0,0,1,1,1,-1.44631082563713,9.89485649191765,-5.49663489570294,-8.35386167130751,0,0,98.3159165864383,236.656069988646,2,2,1,2,0,1,1,2,1,2,-5.49663489570294,-8.35386167130751,236.656069988646,2,2,1,1,0,0,1,0
trial0578.mat,578,578,2,1,2,2,2,2,0,0,0,1,1,1,2.31659737030159,-9.72796878201774,4.61490479940101,8.87145161134668,0,0,283.394807116556,62.5166726582042,1,1,2,1,0,1,2,1,2,1,4.61490479940101,8.87145161134668,62.5166726582042,1,1,1,1,1,1,2,1
trial0579.mat,579,579,2,2,2,0,2,1,0,0,0,0,0,0,-9.71103282139827,2.38659622511343,8.90939867153181,-4.54121297801669,0,0,166.192556298672,332.991588773993,2,1,1,2,1,1,2,1,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0580.mat,580,580,2,2,2,1,2,1,0,0,0,1,1,1,1.58255345446544,9.87398220394181,-9.84890341529617,-1.73179141820473,0,0,80.8943552806418,189.972712798973,1,2,1,2,1,1,1,2,1,2,1.58255345446544,9.87398220394181,80.8943552806418,1,1,0,1,1,1,2,0
trial0581.mat,581,581,2,1,2,0,2,2,0,0,0,0,0,0,-7.93054431788592,6.09150776261898,-5.29774866471668,-8.48138308800473,0,0,142.47187614141,238.009755274848,2,2,1,2,0,1,2,1,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0582.mat,582,582,2,2,2,1,2,1,0,0,0,1,1,1,0.319015915853668,9.9949101469414,7.57858400435635,-6.52419071524692,0,0,88.1718632669711,319.275761222608,1,1,1,2,0,1,2,1,1,2,0.319015915853668,9.9949101469414,88.1718632669711,1,1,0,1,0,1,1,1
trial0583.mat,583,583,2,2,2,1,2,1,0,0,0,1,1,1,6.01276179590207,-7.9904127293739,-9.94002000744544,-1.09361887857902,0,0,306.96135205685,186.278532518289,1,2,2,2,1,0,1,2,2,1,6.01276179590207,-7.9904127293739,306.96135205685,1,2,0,1,1,0,1,1
trial0584.mat,584,584,2,2,2,1,2,1,0,0,0,1,1,1,5.10402898111758,8.59935393851839,-3.99803957080093,-9.16600674177746,0,0,59.3093296907787,246.434076537865,1,2,1,2,1,1,1,2,1,2,5.10402898111758,8.59935393851839,59.3093296907787,1,1,0,1,1,1,1,1
trial0587.mat,587,587,2,1,2,2,2,2,0,0,0,1,1,1,-5.14567919507615,-8.57449623134563,-8.37026399447712,5.47162504771296,0,0,239.031421502057,146.827434124092,2,2,2,1,0,1,1,2,2,1,-8.37026399447712,5.47162504771296,146.827434124092,2,1,1,1,0,1,1,0
trial0588.mat,588,588,2,1,2,2,2,2,0,0,0,1,1,1,-7.12275606927866,7.0189989298727,8.9167991621853,-4.52666463317657,0,0,135.420367876161,333.085109398071,2,1,1,2,1,1,2,1,1,2,8.9167991621853,-4.52666463317657,333.085109398071,1,2,1,1,1,0,2,1
trial0589.mat,589,589,2,1,2,1,2,2,0,0,0,1,1,1,7.69767199071081,-6.38324728672063,1.35125787959457,9.90828452068437,0,0,320.332988134541,82.2341063428751,1,1,2,1,0,1,1,2,2,1,7.69767199071081,-6.38324728672063,320.332988134541,1,2,0,0,1,0,2,0
trial0590.mat,590,590,2,1,2,1,2,2,0,0,0,1,1,1,0.479348604361451,9.98850463860816,-4.93557719162901,-8.6971304339691,0,0,87.2524819343203,240.425310400985,1,2,1,2,1,1,1,2,1,2,0.479348604361451,9.98850463860816,87.2524819343203,1,1,0,0,1,1,1,1
trial0591.mat,591,591,2,2,2,1,2,1,0,0,0,1,1,1,0.431730323545738,-9.99067609963065,7.38402535557438,6.74360211965643,0,0,272.47440162632,42.4044866782223,1,1,2,1,0,1,2,1,2,1,0.431730323545738,-9.99067609963065,272.47440162632,1,2,0,1,0,0,1,1
trial0592.mat,592,592,2,2,2,2,2,1,0,0,0,1,1,1,-4.40322622146378,-8.97839622887149,8.90013650505763,4.55933878883117,0,0,243.875532491967,27.1250377511846,2,1,2,1,1,1,2,1,2,1,8.90013650505763,4.55933878883117,27.1250377511846,1,1,1,0,1,1,1,0
trial0593.mat,593,593,2,1,2,2,2,2,0,0,0,1,1,1,1.12701914186379,9.9362884345148,8.76882428788595,-4.8070490540644,0,0,83.5289073465972,331.268549379476,1,1,1,2,0,1,2,1,1,2,8.76882428788595,-4.8070490540644,331.268549379476,1,2,1,1,1,0,2,1
trial0594.mat,594,594,2,2,2,2,2,1,0,0,0,1,1,1,-2.45165304120055,-9.6948129102924,7.37545241518467,6.75297724498955,0,0,255.808397104806,42.4772744895656,2,1,2,1,1,1,2,1,2,1,7.37545241518467,6.75297724498955,42.4772744895656,1,1,1,0,1,1,2,1
trial0595.mat,595,595,2,1,2,2,2,2,0,0,0,1,1,1,-6.6748697719163,-7.44621471137907,-2.40420407974775,9.70668855701697,0,0,228.126596463797,103.911354501225,2,2,2,1,0,1,2,1,2,1,-2.40420407974775,9.70668855701697,103.911354501225,2,1,1,1,1,1,2,1
trial0596.mat,596,596,2,2,2,2,2,1,0,0,0,1,1,1,-8.51655017238632,5.2410278725863,9.85425421972779,1.70108017829173,0,0,148.392137048861,9.7940994986883,2,1,1,1,1,0,2,1,1,2,9.85425421972779,1.70108017829173,9.7940994986883,1,1,1,0,1,0,2,1
trial0598.mat,598,598,2,1,2,1,2,2,0,0,0,1,1,1,8.55458815592409,-5.1787084763021,-6.37756255817352,-7.70238247664859,0,0,328.810459770964,230.375288106833,1,2,2,2,1,0,1,2,1,2,8.55458815592409,-5.1787084763021,328.810459770964,1,2,0,0,1,1,2,0
trial0599.mat,599,599,2,2,2,1,2,1,0,0,0,1,1,1,9.60839502412781,-2.77105486418367,2.00835640322292,9.79624951487218,0,0,343.912473213225,78.4141707504674,1,1,2,1,0,1,1,2,2,1,9.60839502412781,-2.77105486418367,343.912473213225,1,2,0,1,1,0,1,1
trial0600.mat,600,600,2,2,2,1,2,1,0,0,0,1,1,1,7.82383830349529,6.22796549450621,-8.62988334295038,-5.05223846300504,0,0,38.5206421685644,210.346212905724,1,2,1,2,1,1,1,2,1,2,7.82383830349529,6.22796549450621,38.5206421685644,1,1,0,1,1,1,1,1
trial0601.mat,601,601,2,1,2,2,2,2,0,0,0,1,1,1,-7.18704888553056,-6.95315240139276,9.95448818484272,-0.952976903091975,0,0,224.052343098992,354.531546052599,2,1,2,2,1,0,2,1,2,1,9.95448818484272,-0.952976903091975,354.531546052599,1,2,1,1,1,1,1,0
trial0603.mat,603,603,2,1,2,1,2,2,0,0,0,1,1,1,9.9865959210365,0.517592416807955,-9.97000915964236,-0.773897510428498,0,0,2.96691184162357,184.438544189131,1,2,1,2,1,1,1,2,1,2,9.9865959210365,0.517592416807955,2.96691184162357,1,1,0,0,1,1,2,0
trial0604.mat,604,604,2,1,2,0,2,2,0,0,0,0,0,0,4.08702950061303,9.12667463324506,-9.97632430237381,0.687716085216564,0,0,65.8766178393915,176.056564470322,1,2,1,1,1,0,1,2,1,2,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN
trial0605.mat,605,605,2,2,2,1,2,1,0,0,0,1,1,1,6.08669670660663,7.93423740518167,-6.38301915557954,-7.69786116135545,0,0,52.5066264708969,230.334686153236,1,2,1,2,1,1,1,2,1,2,6.08669670660663,7.93423740518167,52.5066264708969,1,1,0,1,1,1,1,1
trial0606.mat,606,606,2,1,2,1,2,2,0,0,0,1,1,1,-2.01233247449559,9.79543352854229,-2.60904179210655,-9.65364702726599,0,0,101.609085250493,254.876280304905,2,2,1,2,0,1,1,2,1,2,-2.01233247449559,9.79543352854229,101.609085250493,2,1,0,0,1,1,1,1
trial0607.mat,607,607,2,2,2,1,2,1,0,0,0,1,1,1,9.89797782199343,-1.42479297981362,-3.56208293915843,-9.34406577109539,0,0,351.808661959982,249.132483895657,1,2,2,2,1,0,1,2,1,2,9.89797782199343,-1.42479297981362,351.808661959982,1,2,0,1,1,1,1,1
trial0608.mat,608,608,2,1,2,1,2,2,0,0,0,1,1,1,8.65698446006772,5.00565880360877,-4.4145221340412,-8.97284761533708,0,0,30.0374454105226,243.803425173207,1,2,1,2,1,1,1,2,1,2,8.65698446006772,5.00565880360877,30.0374454105226,1,1,0,0,1,1,1,1
trial0609.mat,609,609,2,2,2,2,2,1,0,0,0,1,1,1,8.61870098458323,5.0712910918566,-9.47005749984464,3.2121660837566,0,0,30.4727896446743,161.263483836977,1,2,1,1,1,0,1,2,1,2,-9.47005749984464,3.2121660837566,161.263483836977,2,1,1,0,0,0,1,0
